DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2013,3206,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2014,2916,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2015,2559,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2016,2213,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2017,1906,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2018,1675,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2019,1528,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2020,1679,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2021,1635,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2022,1429,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2023,1358,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Spain,2024,1311,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2009,10444,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2010,11187,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2011,11058,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2012,12276,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2013,12855,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2014,12195,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2015,11301,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2016,10204,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2017,9077,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2018,8094,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2019,7438,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2020,7837,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2021,7726,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2022,6778,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2023,6734,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,European Union - 27 countries (from 2020),2024,6727,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2009,126,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2010,129,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2011,121,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2012,118,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2013,125,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2014,132,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2015,140,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2016,129,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2017,127,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2018,109,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2019,103,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2020,114,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2021,118,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2022,103,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2023,115,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Finland,2024,135,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2009,1360,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2010,1373,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2011,1350,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2012,1494,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2013,1589,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2014,1605,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2015,1645,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2016,1563,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2017,1447,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2018,1379,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2019,1295,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2020,1222,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2021,1225,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2022,1169,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2023,1175,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,France,2024,1207,d,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2009,83,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2010,114,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2011,141,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2012,163,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2013,174,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2014,161,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2015,152,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2016,117,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2017,98,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2018,68,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2019,55,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2020,66,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2021,65,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2022,54,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2023,51,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Croatia,2024,47,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2009,232,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2010,262,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2011,251,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2012,262,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2013,239,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2014,182,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2015,162,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2016,128,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2017,96,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2018,88,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2019,86,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2020,105,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2021,99,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2022,95,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2023,106,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Hungary,2024,119,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2009,194,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2010,212,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2011,217,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2012,215,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2013,182,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2014,156,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2015,134,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2016,114,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2017,90,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2018,75,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2019,68,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2020,75,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2021,86,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2022,63,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2023,65,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Ireland,2024,65,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2009,8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2010,8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2011,7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2012,6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2013,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2014,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2015,4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2016,3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2017,3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2018,3,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2019,4,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2020,6,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2021,7,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2022,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2023,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Iceland,2024,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2009,988,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2010,1101,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2011,1102,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2012,1453,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2013,1681,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2014,1736,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2015,1655,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2016,1597,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2017,1521,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2018,1426,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2019,1327,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2020,1214,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2021,1236,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2022,1022,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2023,988,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Italy,2024,858,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2009,130,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2010,159,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2011,132,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2012,111,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2013,96,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2014,90,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2015,73,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2016,66,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2017,61,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2018,50,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2019,51,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2020,69,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2021,57,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2022,48,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2023,57,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Lithuania,2024,62,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2009,6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2010,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2011,5,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2012,6,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2013,8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2014,9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2015,9,b,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2016,9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2017,9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2018,8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2019,9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2020,11,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2021,9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2022,8,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2023,9,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Luxembourg,2024,12,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2009,115,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2010,119,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2011,96,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2012,83,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2013,64,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2014,59,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2015,55,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2016,54,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2017,48,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2018,41,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2019,35,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2020,44,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2021,40,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2022,39,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2023,36,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Latvia,2024,38,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2011,26,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2012,27,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2013,28,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2014,26,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2015,26,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2016,28,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2017,23,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2018,24,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2019,23,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,Montenegro,2020,26,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,North Macedonia,2009,181,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,North Macedonia,2010,183,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,North Macedonia,2011,181,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,North Macedonia,2012,180,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,North Macedonia,2013,166,,
ESTAT:UNE_RT_A(1.0),11/12/25 23:00:00,Annual,From 15 to 74 years,Thousand persons,Males,North Macedonia,2014,160,,
